Date,Company,Ticker,Open,High,Low,Close,Volume
2024-01-30,Tesla,TSLA,195.3300018310547,196.36000061035156,190.61000061035156,191.58999633789062,109982300
2024-01-31,Tesla,TSLA,187.0,193.97000122070312,185.85000610351562,187.2899932861328,103221400
2024-02-01,Tesla,TSLA,188.5,189.8800048828125,184.27999877929688,188.86000061035156,91843300
2024-02-02,Tesla,TSLA,185.0399932861328,188.69000244140625,182.0,187.91000366210938,110505100
2024-02-05,Tesla,TSLA,184.25999450683594,184.67999267578125,175.00999450683594,181.05999755859375,134294400
2024-02-06,Tesla,TSLA,177.2100067138672,186.49000549316406,177.11000061035156,185.10000610351562,122676000
2024-02-07,Tesla,TSLA,188.17999267578125,189.7899932861328,182.67999267578125,187.5800018310547,111535200
2024-02-08,Tesla,TSLA,189.0,191.6199951171875,185.5800018310547,189.55999755859375,83034000
2024-02-09,Tesla,TSLA,190.17999267578125,194.1199951171875,189.47999572753906,193.57000732421875,84476300
2024-02-12,Tesla,TSLA,192.11000061035156,194.72999572753906,187.27999877929688,188.1300048828125,95498600
2024-02-13,Tesla,TSLA,183.99000549316406,187.25999450683594,182.11000061035156,184.02000427246094,86759500
2024-02-14,Tesla,TSLA,185.3000030517578,188.88999938964844,183.35000610351562,188.7100067138672,81203000
2024-02-15,Tesla,TSLA,189.16000366210938,200.8800048828125,188.86000061035156,200.4499969482422,120831800
2024-02-16,Tesla,TSLA,202.05999755859375,203.1699981689453,197.39999389648438,199.9499969482422,111173600
2024-02-20,Tesla,TSLA,196.1300048828125,198.60000610351562,189.1300048828125,193.75999450683594,104545800
2024-02-21,Tesla,TSLA,193.36000061035156,199.44000244140625,191.9499969482422,194.77000427246094,103844000
2024-02-22,Tesla,TSLA,194.0,198.32000732421875,191.36000061035156,197.41000366210938,92739500
2024-02-23,Tesla,TSLA,195.30999755859375,197.57000732421875,191.5,191.97000122070312,78841900
2024-02-26,Tesla,TSLA,192.2899932861328,201.77999877929688,192.0,199.39999389648438,111747100
2024-02-27,Tesla,TSLA,204.0399932861328,205.60000610351562,198.25999450683594,199.72999572753906,108645400
2024-02-28,Tesla,TSLA,200.4199981689453,205.3000030517578,198.44000244140625,202.0399932861328,99806200
2024-02-29,Tesla,TSLA,204.17999267578125,205.27999877929688,198.4499969482422,201.8800048828125,85907000
2024-03-01,Tesla,TSLA,200.52000427246094,204.52000427246094,198.5,202.63999938964844,82099200
2024-03-04,Tesla,TSLA,198.72999572753906,199.75,186.72000122070312,188.13999938964844,134334900
2024-03-05,Tesla,TSLA,183.0500030517578,184.58999633789062,177.57000732421875,180.74000549316406,119660800
2024-03-06,Tesla,TSLA,179.99000549316406,181.5800018310547,173.6999969482422,176.5399932861328,107920900
2024-03-07,Tesla,TSLA,174.35000610351562,180.0399932861328,173.6999969482422,178.64999389648438,102129000
2024-03-08,Tesla,TSLA,181.5,182.72999572753906,174.6999969482422,175.33999633789062,85315300
2024-03-11,Tesla,TSLA,175.4499969482422,182.8699951171875,174.8000030517578,177.77000427246094,85391500
2024-03-12,Tesla,TSLA,177.77000427246094,179.42999267578125,172.41000366210938,177.5399932861328,87391700
2024-03-13,Tesla,TSLA,173.0500030517578,176.0500030517578,169.14999389648438,169.47999572753906,106524500
2024-03-14,Tesla,TSLA,167.77000427246094,171.1699981689453,160.50999450683594,162.5,126325700
2024-03-15,Tesla,TSLA,163.16000366210938,165.17999267578125,160.75999450683594,163.57000732421875,96971900
2024-03-18,Tesla,TSLA,170.02000427246094,174.72000122070312,165.89999389648438,173.8000030517578,108214400
2024-03-19,Tesla,TSLA,172.36000061035156,172.82000732421875,167.4199981689453,171.32000732421875,77271400
2024-03-20,Tesla,TSLA,173.0,176.25,170.82000732421875,175.66000366210938,83846700
2024-03-21,Tesla,TSLA,176.38999938964844,178.17999267578125,171.8000030517578,172.82000732421875,73178000
2024-03-22,Tesla,TSLA,166.69000244140625,171.1999969482422,166.3000030517578,170.8300018310547,75454700
2024-03-25,Tesla,TSLA,168.75999450683594,175.24000549316406,168.72999572753906,172.6300048828125,74228600
2024-03-26,Tesla,TSLA,178.5800018310547,184.25,177.3800048828125,177.6699981689453,113186200
2024-03-27,Tesla,TSLA,181.41000366210938,181.91000366210938,176.0,179.8300018310547,81804000
2024-03-28,Tesla,TSLA,177.4499969482422,179.57000732421875,175.3000030517578,175.7899932861328,77654800
2024-04-01,Tesla,TSLA,176.1699981689453,176.75,170.2100067138672,175.22000122070312,81562100
2024-04-02,Tesla,TSLA,164.75,167.69000244140625,163.42999267578125,166.6300048828125,116650600
2024-04-03,Tesla,TSLA,164.02000427246094,168.82000732421875,163.27999877929688,168.3800048828125,82950100
2024-04-04,Tesla,TSLA,170.07000732421875,177.19000244140625,168.00999450683594,171.11000061035156,123162000
2024-04-05,Tesla,TSLA,169.0800018310547,170.86000061035156,160.50999450683594,164.89999389648438,141250700
2024-04-08,Tesla,TSLA,169.33999633789062,174.5,167.7899932861328,172.97999572753906,104423300
2024-04-09,Tesla,TSLA,172.91000366210938,179.22000122070312,171.9199981689453,176.8800048828125,103232700
2024-04-10,Tesla,TSLA,173.0399932861328,174.92999267578125,170.00999450683594,171.75999450683594,84532400
2024-04-11,Tesla,TSLA,172.5500030517578,175.8800048828125,168.50999450683594,174.60000610351562,94516000
2024-04-12,Tesla,TSLA,172.33999633789062,173.80999755859375,170.36000061035156,171.0500030517578,64506600
2024-04-15,Tesla,TSLA,170.24000549316406,170.69000244140625,161.3800048828125,161.47999572753906,100245300
2024-04-16,Tesla,TSLA,156.74000549316406,158.19000244140625,153.75,157.11000061035156,97000000
2024-04-17,Tesla,TSLA,157.63999938964844,158.3300018310547,153.77999877929688,155.4499969482422,82439700
2024-04-18,Tesla,TSLA,151.25,152.1999969482422,148.6999969482422,149.92999267578125,96098800
2024-04-19,Tesla,TSLA,148.97000122070312,150.94000244140625,146.22000122070312,147.0500030517578,86005100
2024-04-22,Tesla,TSLA,140.55999755859375,144.44000244140625,138.8000030517578,142.0500030517578,107097600
2024-04-23,Tesla,TSLA,143.3300018310547,147.25999450683594,141.11000061035156,144.67999267578125,124545100
2024-04-24,Tesla,TSLA,162.83999633789062,167.97000122070312,157.50999450683594,162.1300048828125,181178000
2024-04-25,Tesla,TSLA,158.9600067138672,170.8800048828125,158.36000061035156,170.17999267578125,126427500
2024-04-26,Tesla,TSLA,168.85000610351562,172.1199951171875,166.3699951171875,168.2899932861328,109815700
2024-04-29,Tesla,TSLA,188.4199981689453,198.8699951171875,184.5399932861328,194.0500030517578,243869700
2024-04-30,Tesla,TSLA,186.97999572753906,190.9499969482422,182.83999633789062,183.27999877929688,127031800
2024-05-01,Tesla,TSLA,182.0,185.86000061035156,179.00999450683594,179.99000549316406,92829700
2024-05-02,Tesla,TSLA,182.86000061035156,184.60000610351562,176.02000427246094,180.00999450683594,89148000
2024-05-03,Tesla,TSLA,182.10000610351562,184.77999877929688,178.4199981689453,181.19000244140625,75491500
2024-05-06,Tesla,TSLA,183.8000030517578,187.55999755859375,182.1999969482422,184.75999450683594,84390300
2024-05-07,Tesla,TSLA,182.39999389648438,183.25999450683594,177.39999389648438,177.80999755859375,75045900
2024-05-08,Tesla,TSLA,171.58999633789062,176.05999755859375,170.14999389648438,174.72000122070312,79969500
2024-05-09,Tesla,TSLA,175.00999450683594,175.6199951171875,171.3699951171875,171.97000122070312,65950300
2024-05-10,Tesla,TSLA,173.0500030517578,173.05999755859375,167.75,168.47000122070312,72627200
2024-05-13,Tesla,TSLA,170.0,175.39999389648438,169.0,171.88999938964844,67018900
2024-05-14,Tesla,TSLA,174.5,179.49000549316406,174.07000732421875,177.5500030517578,86407400
2024-05-15,Tesla,TSLA,179.89999389648438,180.0,173.11000061035156,173.99000549316406,79663000
2024-05-16,Tesla,TSLA,174.10000610351562,175.7899932861328,171.42999267578125,174.83999633789062,59812200
2024-05-17,Tesla,TSLA,173.5500030517578,179.6300048828125,172.75,177.4600067138672,77445800
2024-05-20,Tesla,TSLA,177.55999755859375,177.75,173.52000427246094,174.9499969482422,61727400
2024-05-21,Tesla,TSLA,175.50999450683594,186.8800048828125,174.7100067138672,186.60000610351562,115266500
2024-05-22,Tesla,TSLA,182.85000610351562,183.8000030517578,178.1199951171875,180.11000061035156,88313500
2024-05-23,Tesla,TSLA,181.8000030517578,181.89999389648438,173.25999450683594,173.74000549316406,71975500
2024-05-24,Tesla,TSLA,174.83999633789062,180.0800018310547,173.72999572753906,179.24000549316406,65479700
2024-05-28,Tesla,TSLA,176.39999389648438,178.25,173.16000366210938,176.75,59736600
2024-05-29,Tesla,TSLA,174.19000244140625,178.14999389648438,173.92999267578125,176.19000244140625,54782600
2024-05-30,Tesla,TSLA,178.5800018310547,182.6699981689453,175.3800048828125,178.7899932861328,77784800
2024-05-31,Tesla,TSLA,178.5,180.32000732421875,173.82000732421875,178.0800018310547,67314600
2024-06-03,Tesla,TSLA,178.1300048828125,182.63999938964844,174.49000549316406,176.2899932861328,68568900
2024-06-04,Tesla,TSLA,174.77999877929688,177.75999450683594,174.0,174.77000427246094,60056300
2024-06-05,Tesla,TSLA,175.35000610351562,176.14999389648438,172.1300048828125,175.0,57953800
2024-06-06,Tesla,TSLA,174.60000610351562,179.72999572753906,172.72999572753906,177.94000244140625,69887000
2024-06-07,Tesla,TSLA,176.1300048828125,179.35000610351562,175.5800018310547,177.47999572753906,56244900
2024-06-10,Tesla,TSLA,176.05999755859375,178.57000732421875,173.1699981689453,173.7899932861328,50869700
2024-06-11,Tesla,TSLA,173.9199981689453,174.75,167.41000366210938,170.66000366210938,64761900
2024-06-12,Tesla,TSLA,171.1199951171875,180.5500030517578,169.8000030517578,177.2899932861328,90389400
2024-06-13,Tesla,TSLA,188.38999938964844,191.0800018310547,181.22999572753906,182.47000122070312,118984100
2024-06-14,Tesla,TSLA,185.8000030517578,186.0,176.9199981689453,178.00999450683594,82038200
2024-06-17,Tesla,TSLA,177.9199981689453,188.80999755859375,177.0,187.44000244140625,109786100
2024-06-18,Tesla,TSLA,186.55999755859375,187.1999969482422,182.3699951171875,184.86000061035156,68982300
2024-06-20,Tesla,TSLA,184.67999267578125,185.2100067138672,179.66000366210938,181.57000732421875,55893100
2024-06-21,Tesla,TSLA,182.3000030517578,183.9499969482422,180.69000244140625,183.00999450683594,63029500
2024-06-24,Tesla,TSLA,184.97000122070312,188.8000030517578,182.5500030517578,182.5800018310547,61992100
2024-06-25,Tesla,TSLA,184.39999389648438,187.97000122070312,182.00999450683594,187.35000610351562,63678300
2024-06-26,Tesla,TSLA,186.5399932861328,197.75999450683594,186.36000061035156,196.3699951171875,95737100
2024-06-27,Tesla,TSLA,195.1699981689453,198.72000122070312,194.0500030517578,197.4199981689453,72746500
2024-06-28,Tesla,TSLA,199.5500030517578,203.1999969482422,195.25999450683594,197.8800048828125,95438100
2024-01-02,Microsoft,MSFT,370.3424737462839,372.3632885983454,363.319184585885,367.380615234375,25258600
2024-01-03,Microsoft,MSFT,365.5380921792409,369.7481050532778,365.0427965470012,367.1131286621094,23083500
2024-01-04,Microsoft,MSFT,367.18247442785434,369.58960392636413,363.7154050293527,364.4781494140625,20901500
2024-01-05,Microsoft,MSFT,365.4985007136341,368.559424433647,363.0517388090319,364.28997802734375,20987000
2024-01-08,Microsoft,MSFT,365.8253710003868,371.66988411040546,365.53812127674354,371.1646728515625,23134000
2024-01-09,Microsoft,MSFT,368.509899386066,372.4524336286839,367.6976072202341,372.25433349609375,20830000
2024-01-10,Microsoft,MSFT,372.8288615431399,380.5554922110054,372.7793440678221,379.16864013671875,25514200
2024-01-11,Microsoft,MSFT,382.3682747948277,387.00423522356067,376.8011560453087,381.01116943359375,27850800
2024-01-12,Microsoft,MSFT,381.8630597761942,385.0230486833725,381.03096664819185,384.8150329589844,21645700
2024-01-16,Microsoft,MSFT,389.95617197189966,390.32268591338345,383.9729920985464,386.5980529785156,27202300
2024-01-17,Microsoft,MSFT,384.32963163268903,386.4395657529972,381.1894438434919,385.80560302734375,22234100
2024-01-18,Microsoft,MSFT,388.0344497047316,390.2830812145117,386.4494974787357,390.1642150878906,23392100
2024-01-19,Microsoft,MSFT,392.0364732172694,394.9190979003906,389.797726916255,394.9190979003906,29272000
2024-01-22,Microsoft,MSFT,396.25634353223927,396.85070439221124,389.8868483654438,392.7793884277344,27016900
2024-01-23,Microsoft,MSFT,392.02652441578425,395.6223758316309,390.22364091426874,395.1468811035156,20525900
2024-01-24,Microsoft,MSFT,397.7620381791371,401.8135529594447,396.6822972921996,398.7724304199219,24867000
2024-01-25,Microsoft,MSFT,400.5159168098495,403.18061005906736,398.74274976275865,401.06072998046875,21021200
2024-01-26,Microsoft,MSFT,400.5654097210854,402.34849224643625,398.6436601299057,400.1295471191406,17803300
2024-01-29,Microsoft,MSFT,402.23951388406,406.1226452071924,400.52577999660826,405.8650817871094,24510200
2024-01-30,Microsoft,MSFT,408.3812111979871,409.16375662074074,402.6258777098208,404.7457275390625,33477600
2024-01-31,Microsoft,MSFT,403.1310773427729,411.41243736511643,393.47281096125835,393.8393249511719,47871100
2024-02-01,Microsoft,MSFT,398.0493222591689,404.161284395668,398.01960572688716,399.9809875488281,30657700
2024-02-02,Microsoft,MSFT,400.01072698522285,408.7675516875465,399.7630791252122,407.35101318359375,28245000
2024-02-05,Microsoft,MSFT,406.0434180871643,407.2915729534139,400.189019151807,401.8334045410156,25352300
2024-02-06,Microsoft,MSFT,402.0612108490808,404.13154308563696,399.11915341177513,401.67486572265625,18382600
2024-02-07,Microsoft,MSFT,403.60653322309605,410.4019752246544,403.5669011054383,410.1543273925781,22340500
2024-02-08,Microsoft,MSFT,410.1543425713037,411.65014520614363,408.6486545795197,410.2137756347656,21225300
2024-02-09,Microsoft,MSFT,411.34304822902254,416.8606491715924,411.18454998916735,416.5931701660156,22032800
2024-02-12,Microsoft,MSFT,416.6031191844753,416.7814183822025,410.8477855354943,411.3529968261719,21202900
2024-02-13,Microsoft,MSFT,401.1300494611104,406.21178774325523,399.59464501524405,402.4970703125,27824900
2024-02-14,Microsoft,MSFT,404.97813565927675,406.73471379055,401.50465451788693,406.3873596191406,20401200
2024-02-15,Microsoft,MSFT,405.0476293953427,406.03011869599004,401.22679392364836,403.4795837402344,21825500
2024-02-16,Microsoft,MSFT,404.86897976610464,405.19649639829663,400.3832375883185,400.99853515625,22281100
2024-02-20,Microsoft,MSFT,400.18476201068694,401.42529113633896,394.9944075322267,399.7381896972656,24307900
2024-02-21,Microsoft,MSFT,397.1380014467668,399.24193376469594,394.21034092041026,399.13275146484375,18631100
2024-02-22,Microsoft,MSFT,407.08207646174907,409.70205797134184,405.4743557171247,408.531005859375,27009900
2024-02-23,Microsoft,MSFT,412.5205590554713,412.7090915973696,405.87131159465224,407.2309265136719,16295900
2024-02-26,Microsoft,MSFT,408.34246112673543,409.0371695148512,404.27351975281573,404.4521789550781,16193500
2024-02-27,Microsoft,MSFT,404.89872387010075,405.2262404801438,400.7901076502163,404.3926086425781,14835800
2024-02-28,Microsoft,MSFT,405.0872739909664,406.1987830728558,402.24895832016676,404.6307678222656,13183100
2024-02-29,Microsoft,MSFT,405.5438348800808,411.06170550216336,402.84444253870316,410.5059509277344,31947300
2024-03-01,Microsoft,MSFT,408.153876143975,412.71902889421233,407.76684684717014,412.3518371582031,17800300
2024-03-04,Microsoft,MSFT,410.307447886493,414.18782621068357,409.19593875466035,411.7762451171875,17596000
2024-03-05,Microsoft,MSFT,410.8235170993726,411.1113283199567,397.60446252322527,399.5992126464844,26919200
2024-03-06,Microsoft,MSFT,399.91679432847235,402.0902036474927,395.37150921419715,399.04345703125,22344100
2024-03-07,Microsoft,MSFT,403.04293193355477,406.6752047214003,399.1923248157397,406.0400695800781,18718500
2024-03-08,Microsoft,MSFT,404.8689575439801,407.3103404061873,401.2664565057241,403.14215087890625,17971700
2024-03-11,Microsoft,MSFT,400.700826521959,402.6062622273282,398.21976836345937,401.4550476074219,16120800
2024-03-12,Microsoft,MSFT,404.5315189350478,412.4212950799544,403.70782104780903,412.13348388671875,22457000
2024-03-13,Microsoft,MSFT,414.9321647542621,415.0115452878592,408.3325562328795,411.95489501953125,17115900
2024-03-14,Microsoft,MSFT,417.05592096351893,424.5785058716351,414.8229687362819,421.9981994628906,34157300
2024-03-15,Microsoft,MSFT,416.1131423873529,419.39806083838096,409.6623914264508,413.264892578125,45049800
2024-03-18,Microsoft,MSFT,411.111304092611,417.54221722990445,410.6448639845401,414.1580505371094,20106000
2024-03-19,Microsoft,MSFT,414.6641794557911,418.4751112612702,412.40145573236146,418.2170715332031,19837900
2024-03-20,Microsoft,MSFT,418.8025799169323,422.7325672103819,417.472736496582,422.00811767578125,17860100
2024-03-21,Microsoft,MSFT,426.5732970128362,427.5558166821584,423.9235437416977,426.1167907714844,21296200
2024-03-22,Microsoft,MSFT,426.4442947841674,426.6030558566972,422.8417934382558,425.4915466308594,17636500
2024-03-25,Microsoft,MSFT,422.0180389961963,424.1716107025241,418.41553787360243,419.65606689453125,18060500
2024-03-26,Microsoft,MSFT,422.3852180529654,422.76234370981615,418.1575158713517,418.4552307128906,16725600
2024-03-27,Microsoft,MSFT,421.2241115258407,421.23404544961727,415.83526074059097,418.2369079589844,16705000
2024-03-28,Microsoft,MSFT,417.7704900076875,418.673598815045,415.9444348307196,417.5323181152344,21871200
2024-04-01,Microsoft,MSFT,420.7378213676411,424.64797113919235,419.0209183546172,421.3531188964844,16316000
2024-04-02,Microsoft,MSFT,416.9269168072685,419.17973696688534,414.6741269340057,418.2468566894531,17912000
2024-04-03,Microsoft,MSFT,416.54979735190346,420.0530500088036,415.91463197146663,417.26434326171875,16502300
2024-04-04,Microsoft,MSFT,421.76992047315406,425.4220608182633,414.4061573873391,414.71380615234375,19370900
2024-04-05,Microsoft,MSFT,416.8276974614869,423.2784485638512,415.1504997519638,422.2959289550781,16544300
2024-04-08,Microsoft,MSFT,421.9485777283347,424.0425761054586,420.09272093696904,421.3729553222656,14272400
2024-04-09,Microsoft,MSFT,423.20896224870864,424.4991003259259,418.4254750382327,423.0501708984375,12512300
2024-04-10,Microsoft,MSFT,418.9911394928746,420.8171944866389,416.5200154975315,420.05303955078125,16216600
2024-04-11,Microsoft,MSFT,422.5936238068228,426.11671379812606,419.1598179763637,424.6876220703125,17966400
2024-04-12,Microsoft,MSFT,420.83704242845164,421.9584854811625,416.58947237839413,418.7033386230469,19232100
2024-04-15,Microsoft,MSFT,423.36774724307367,423.5860815606245,410.2975202475589,410.5059509277344,20273500
2024-04-16,Microsoft,MSFT,411.42887810136665,415.2298454910269,410.5952462785095,411.43878173828125,16765600
2024-04-17,Microsoft,MSFT,414.0885872118868,415.70624190109544,407.22100522560083,408.7195739746094,15855500
2024-04-18,Microsoft,MSFT,407.5187673684452,408.769230365435,400.8893872722647,401.2069396972656,21029900
2024-04-19,Microsoft,MSFT,400.9687488676842,402.4077746386735,394.7561698730406,396.095947265625,30276500
2024-04-22,Microsoft,MSFT,397.04865981007964,399.7976914523607,392.7514806878664,397.9219970703125,20286900
2024-04-23,Microsoft,MSFT,401.1771473553241,405.10716505974153,400.0060952402287,404.48193359375,15734500
2024-04-24,Microsoft,MSFT,406.4568133700171,409.3447683032301,403.69787828909796,405.9606018066406,15065300
2024-04-25,Microsoft,MSFT,391.0444908759172,396.8601062584313,385.0899520019121,396.01654052734375,40586500
2024-04-26,Microsoft,MSFT,409.04710666417816,409.87080464048637,402.6856699602139,403.2414245605469,29694700
2024-04-29,Microsoft,MSFT,402.17947890315463,403.2413789354232,396.165397076456,399.20220947265625,19582100
2024-04-30,Microsoft,MSFT,398.4479657229549,399.11290256766176,386.221335381575,386.3800964355469,28781400
2024-05-01,Microsoft,MSFT,389.6352990933683,398.6762911474534,387.3527376072614,391.9476623535156,23562500
2024-05-02,Microsoft,MSFT,394.6469936602289,396.8997833087663,391.6597902856064,394.82562255859375,17709400
2024-05-03,Microsoft,MSFT,399.23197820235123,404.0650740320478,398.8151471589616,403.57879638671875,17446700
2024-05-06,Microsoft,MSFT,405.66292597330005,410.7937370714025,403.29101993493754,410.4067077636719,16996600
2024-05-07,Microsoft,MSFT,411.5182242956741,411.52815821970637,405.99041958064737,406.238525390625,20018200
2024-05-08,Microsoft,MSFT,405.0773444555357,409.1065797629508,403.62838494338615,407.42938232421875,11792300
2024-05-09,Microsoft,MSFT,407.45921271703617,409.59291660377954,406.00034935781423,409.1959533691406,14689700
2024-05-10,Microsoft,MSFT,409.8112455392715,412.23276061100023,408.67986853475014,411.59759521484375,13402300
2024-05-13,Microsoft,MSFT,414.84283115281045,415.18025140614657,407.7073059282806,410.5853271484375,15440200
2024-05-14,Microsoft,MSFT,408.8981987547859,414.3267549073316,408.43175863614476,413.40380859375,15109300
2024-05-15,Microsoft,MSFT,415.48172683662517,421.35753100749633,414.85536761085484,420.6317443847656,22239500
2024-05-16,Microsoft,MSFT,419.3591127494367,422.95818999519196,417.91752182390434,418.5538024902344,17530100
2024-05-17,Microsoft,MSFT,420.09485405964773,420.4726599302369,415.6109428181483,417.7783203125,15352200
2024-05-20,Microsoft,MSFT,417.778343258253,424.30037978174784,417.55961512858175,422.878662109375,16272100
2024-05-21,Microsoft,MSFT,424.36001790160714,430.46450167288947,422.39149513236316,426.5572509765625,21453300
2024-05-22,Microsoft,MSFT,427.60118209872775,429.9077641693655,424.6583193119375,428.0286865234375,18073700
2024-05-23,Microsoft,MSFT,430.4645069803894,431.09086617504613,422.95820916796526,424.529052734375,17211700
2024-05-24,Microsoft,MSFT,424.71796179341015,428.565562226306,421.95405016489985,427.6707763671875,11845800
2024-05-28,Microsoft,MSFT,427.14385491376675,428.3269711402922,424.13138989907134,427.8298645019531,15718000
2024-05-29,Microsoft,MSFT,423.22665032702537,428.44627000677747,423.22665032702537,426.6865234375,15517100
2024-05-30,Microsoft,MSFT,421.84466424386284,421.84466424386284,411.84288150879064,412.2704162597656,28424800
2024-05-31,Microsoft,MSFT,414.3383733012913,414.3383733012913,402.1692127903504,412.7277526855469,47995300
2024-06-03,Microsoft,MSFT,413.1254229827006,414.02020882309534,406.553688084388,411.1270446777344,17484700
2024-06-04,Microsoft,MSFT,410.04337212748766,414.03017705380546,407.30928563189894,413.6623229980469,14348900
2024-06-05,Microsoft,MSFT,415.39223173706347,421.6259378345122,413.89096003424896,421.5563659667969,16988000
2024-06-06,Microsoft,MSFT,421.5563568996983,422.848821948627,418.14618249774657,422.0633850097656,14861300
2024-06-07,Microsoft,MSFT,423.73371564550735,423.81323935854607,420.55222098628695,421.3973083496094,13621700
2024-06-10,Microsoft,MSFT,422.24237348386436,425.6027887352665,421.4370631899479,425.3940124511719,14003000
2024-06-11,Microsoft,MSFT,423.01786084549974,430.3153823959729,422.78918087724,430.1761779785156,14551100
2024-06-12,Microsoft,MSFT,432.8009161252906,440.8341457768561,430.7428874309175,438.5076904296875,22366200
2024-06-13,Microsoft,MSFT,438.2989324414096,440.8242426789463,436.8274858579273,439.0246887207031,15960600
2024-06-14,Microsoft,MSFT,435.74378876375306,440.5756810111054,434.19281849694386,440.00897216796875,13582000
2024-06-17,Microsoft,MSFT,440.0288392462003,448.3305259626429,438.16966532085047,445.775390625,20790000
2024-06-18,Microsoft,MSFT,447.10763493198164,447.53516969127554,442.3155500964385,443.75714111328125,17112500
2024-06-20,Microsoft,MSFT,443.7173532757514,443.946033241849,438.7164619327626,443.120849609375,19877400
2024-06-21,Microsoft,MSFT,444.79114029939626,447.97260457820744,443.9261796037789,447.17724609375,34486200
2024-06-24,Microsoft,MSFT,447.197116551364,450.13005783321864,443.82674934456685,445.0794677734375,15913700
2024-06-25,Microsoft,MSFT,445.65606632861267,448.80773551860256,444.1647465305247,448.3404541015625,16747500
2024-06-26,Microsoft,MSFT,446.4017395883299,450.9751265075422,445.59642930053803,449.54345703125,16507000
2024-06-27,Microsoft,MSFT,449.56335593650766,453.5302875755873,449.1557248487335,450.2294921875,14806300
2024-06-28,Microsoft,MSFT,450.4482280145607,452.74485831487965,443.82676378238773,444.3636474609375,28362300
2024-01-02,Google,GOOGL,137.89075472780192,138.78646627528045,135.83059690794266,137.51255798339844,23711200
2024-01-03,Google,GOOGL,136.59695053777565,138.96563111524162,136.42776123741183,138.25900268554688,24212100
2024-01-04,Google,GOOGL,137.76136746127565,138.49785185670754,135.7012248421468,135.74102783203125,27137700
2024-01-05,Google,GOOGL,136.09931838527314,136.50737117465926,134.50692540464604,135.08416748046875,22506000
2024-01-08,Google,GOOGL,135.6415124314593,138.34857162557788,135.6116563892304,138.17938232421875,21404000
2024-01-09,Google,GOOGL,137.84098804206727,140.8167664639369,137.49264734077235,140.27932739257812,24759600
2024-01-10,Google,GOOGL,140.32908858441377,142.31957211043382,140.23952047042707,141.60299682617188,21320200
2024-01-11,Google,GOOGL,142.80725580814243,144.5290199237723,139.97081051510136,141.40396118164062,24008700
2024-01-12,Google,GOOGL,141.9911462708172,142.51862321173218,141.14519984962567,141.9712371826172,18768600
2024-01-16,Google,GOOGL,141.3243377622621,143.66316210251998,140.77695172665017,141.81201171875,22670500
2024-01-17,Google,GOOGL,140.67743558387372,141.16509435045725,138.2390810062168,140.79685974121094,20968600
2024-01-18,Google,GOOGL,141.37409852484444,143.5238244240393,141.3143864475642,142.7972869873047,25746400
2024-01-19,Google,GOOGL,144.05130622298188,145.75316122771846,143.69301856100813,145.68350219726562,33300700
2024-01-22,Google,GOOGL,146.40008345019257,147.68393876565145,145.14606898940627,145.2953643798828,32200400
2024-01-23,Google,GOOGL,145.19582529685954,146.479680534306,144.80768160310274,146.34034729003906,21636100
2024-01-24,Google,GOOGL,147.8332198152585,149.13699941365869,147.39532615143932,147.99246215820312,25233500
2024-01-25,Google,GOOGL,149.35593119114108,152.32174724438246,148.82843911184986,151.14735412597656,29149100
